,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
69,US,"Aromas dark cherry, black currant, coffee, tar and cinnamon carry the lush nose of this bottling. Fine-grained tannins frame the intensely layered sip, holding up deep flavors of cassis, blueberry and dried beef, with touches of espresso and sesame seed adding intrigue. Daniel Daou's tannin management regime shines brightly here.",Family Cuvée,96,100,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,Daou 2018 Family Cuvée Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Daou
70,Italy,"Classic Sangiovese aromas of wild berry, forest floor, rose and new leather waft out of the glass along with whiffs of camphor. Delicious and smooth, the elegantly structured palate features ripe wild cherry, blood orange and licorice alongside polished tannins. It's well balanced, with fresh acidity—what a fantastic showing. It's already accessible but will age well for years to come. Drink 2022–2031.",,96,56,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Caprili 2016  Brunello di Montalcino,Sangiovese,Caprili
71,France,"Always a significant wine, this latest release with powerful while also stylish black fruits fits into a well-regarded tradition. The density and broad fruitiness of the wine make fine foils for each other. It is firmly structured and set for aging. Drink this wine from 2027.",,96,99,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Giscours 2018  Margaux,Bordeaux-style Red Blend,Château Giscours
72,France,"The second wine of Château Ausone, always produced in limited quantities, provides a fine echo of the top wine. Bold tannins and fine perfumes give this wine richness and excellent potential. Layers of black fruits are impeccable, right in the balance with the wine's texture. This will certainly age, drinkable from 2026.",Chapelle d'Ausone,96,200,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Ausone 2018 Chapelle d'Ausone  (Saint-Émilion),Bordeaux-style Red Blend,Château Ausone
73,France,"Big, rich and packed with smoky black fruits, this is not a shy wine. Dark chocolate and black-plum flavors mingle with the solid structure and concentrated tannins. With its ripe, juicy fruitiness at the end, the wine has all the elements in place. Let it age and drink from 2027.",,96,103,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Beau-Séjour Bécot 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Beau-Séjour Bécot
74,Italy,"Aromas of berry, new leather, rose and licorice waft out of the glass on this firmly structured wine. On the assertive palate, drying, close-grained tannins weave through dried cherry, star anise, toasted nut and roasted coffee bean. Made with organically farmed grapes, it also undergoes spontaneous fermentation with wild yeasts. It's still young and bracing so give it time to fully develop. Drink 2026–2036.",Helicrysum,96,80,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,San Polino 2016 Helicrysum  (Brunello di Montalcino),Sangiovese,San Polino
75,France,"Owned by the Kressmann family, this estate has released an ageworthy wine. Rich tannins are balanced by dark, juicy blackberry fruits and dense, concentrated tannins. The wine needs to age, so drink from 2026.",,95,44,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Latour-Martillac 2018  Pessac-Léognan,Bordeaux-style Red Blend,Château Latour-Martillac
76,New Zealand,"Villa Maria's top red, a Cabernet Sauvignon-dominant Bordeaux blend, is named for the Maori word for gravel, referring to its famed Gimblett Gravels soils. This is a wine made for the long haul although even now, with ample time open in bottle or decanter, reveals finesse and character. The fruit is dark and fleshy with a spine of leafy green herbs, violet, tomato stem and baking spice. The palate is satiny yet toned and elegant, with linear, taut tannins, and currently quite a lot of oak influence. A worthy addition to any red-lover's cellar. Drink 2025–2045.",Ngakirikiri,95,120,Hawke's Bay,,,Christina Pickard,@ckpickard,Villa Maria 2018 Ngakirikiri Red (Hawke's Bay),Bordeaux-style Red Blend,Villa Maria
77,Portugal,"Produced in one of the most spectacular of the Douro's many spectacular vineyards, this wine is a serious structure of ripe black fruits and dark tannins. The fruit is going to yield a smooth, concentrated, juicy and smoky wine. Likely to take its tine, this major wine is impressive in its richness. Drink from 2025.",,95,60,Douro,,,Roger Voss,@vossroger,Quinta do Monte Xisto 2018 Red (Douro),Portuguese Red,Quinta do Monte Xisto
78,Australia,"This is a solid expression of Langhorne Creek, a historic region in South Australia, made from the winery's best blocks of Shiraz by winemaker Rebecca Willson. There's lovely purity and layers of flavor: currants, wild mint, bay and tobacco leaf and five-spice powder. Polished, vanillin oak is present, too, but rides in the backseat. The mouthfeel is silky and fleshy, with fine, well-structured tannins holding together a powerful wine. Tangy fruit and savory, herbal notes linger on the finish. Drink 2022–2040.",Old Adam,95,55,South Australia,Langhorne Creek,,Christina Pickard,@ckpickard,Bremerton 2015 Old Adam Shiraz (Langhorne Creek),Shiraz,Bremerton
79,US,"Tangy in red fruit, tangerine, grapefruit and a hint of iron, this vineyard-designate imparts bold, concentrated intensity within a restrained and balanced package of brightness and verve. From a relatively warm vintage and warm location, it retains nuance, elegance and length, with structure to age. Enjoy this impressively made wine best from 2027–2037.",Kronos Vineyard,95,195,California,Napa,St. Helena,Virginie Boone,@vboone,Corison 2017 Kronos Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Corison
80,France,"Beautifully textured and rich in black-currant flavors and tannins, this is a generous wine. The fruits and the dusty tannins partner each other well giving structure, concentration, a sense of poise and final freshness. Drink this wine from 2026.",,95,60,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Langoa Barton 2018  Saint-Julien,Bordeaux-style Red Blend,Château Langoa Barton
81,US,"From the mighty Hyde Vineyards, this red is seamless, delicious and memorable, full of impressive structure and grip. Black tea, strawberry and a juicy midpalate of darker fruit and baking spice give weight and complexity to the whole, boosted by fresh, persistent acidity and a hint of chocolate.",Hyde Vineyards,95,70,California,Napa-Sonoma,Carneros,Virginie Boone,@vboone,Davies 2018 Hyde Vineyards Pinot Noir (Carneros),Pinot Noir,Davies
82,US,"Pencil shavings, iron, crushed rock and lavender provide an earthy and savory opening to this bold, burly and impressive wine, bursting in black fruit. The oak is supportive and toasted, adding seasonings of white pepper, nutmeg and a touch of coffee, boosting an already heady experience of flavor and texture.",Grande,95,,California,Sonoma,Sonoma County,Virginie Boone,@vboone,Donelan 2016 Grande Syrah (Sonoma County),Syrah,Donelan
83,France,"Ripe black fruits shine through this balanced wine, showing strongly against a backdrop of rich, generous tannins. This estate is one to watch as it achieves the form the vineyard deserves. Expect this wine to be ready to drink from 2026.",,95,74,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Cantenac Brown 2018  Margaux,Bordeaux-style Red Blend,Château Cantenac Brown
84,Italy,"Earthy aromas of underbrush, wild herb and rose mingle with woodland berry and toasted nut on this full-bodied red. Combining finesse, structure and concentration, the smooth palate doles out ripe morello cherry, licorice and bitter almond alongside a backbone of firm but refined tannins. Drink 2024–2036.",,95,75,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Mastrojanni 2016  Brunello di Montalcino,Sangiovese,Mastrojanni
85,France,"In the style of this estate, this lush wine is full of dry botrytis as well as ripe, honeyed marmalade and tangerine freshness. It is beautifully textured, the botrytis fully integrated and giving texture. The wine will age. Wait to drink until 2025.",,95,100,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château de Rayne Vigneau 2018  Sauternes,Bordeaux-style Red Blend,Château de Rayne Vigneau
86,France,"From the partner estate to Château Giscours, this wine is as elegant as you would expect. While it is structured, it also has ripe fruits, rich tannins and great potential. The dry and firm core of this wine will propel it forward. Drink from 2027.",,95,70,Bordeaux,Margaux,,Roger Voss,@vossroger,Château du Tertre 2018  Margaux,Bordeaux-style Red Blend,Château du Tertre
87,Italy,"This has an expressive nose offering aromas of ripe red berry, violet, star anise and coffee bean. Elegantly structured, the linear palate features mature black cherry, blood orange, ground clove and espresso alongside taut, fine-grained tannins that leave a firm finish. Give it several years to fully develop. Drink 2026–2036.",Pian delle Vigne,95,85,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Marchesi Antinori 2016 Pian delle Vigne  (Brunello di Montalcino),Sangiovese,Marchesi Antinori
88,Italy,"Eucalyptus, blue flower, baked plum and spice aromas shape the nose in this fragrant red. Full bodied and chewy, the savory palate delivers ripe black cherry, vanilla, licorice and espresso alongside tightly knit, velvety tannins. Drink 2023–2031.",,95,71,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Castelgiocondo 2016  Brunello di Montalcino,Sangiovese,Castelgiocondo
89,Italy,"Aromas of forest floor, eucalyptus, violet and coffee bean take shape in the glass. Full bodied and savory, the firm palate doles out mouthfuls of ripe black cherry, mature plum, licorice and baking spice alongside enveloping, fine-grained tannins—a great showing. Drink 2023–2031.",Paesaggio Inatteso,95,80,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Camigliano 2016 Paesaggio Inatteso  (Brunello di Montalcino),Sangiovese,Camigliano
90,New Zealand,"The latest vintage of Homage is a strong one. Straight out of the gate it offers heady aromas of cherries, mint, baking and savory spices, black olives and violets. The oak is fairly prominent, too. In the mouth it's taut and linear, with fine, savory tannins and lovely lifted fruit and spice throughout. Should have a long and beautiful life ahead of it. Drink now–2040.",Homage,95,120,Hawke's Bay,,,Christina Pickard,@ckpickard,Trinity Hill 2018 Homage Syrah (Hawke's Bay),Syrah,Trinity Hill
91,New Zealand,"Like its sister wine, Omahu, this is a precise, tightly knit wine for the cellar that beautifully captures both the power and the elegance of Hawke's Bay Syrah. Like a hug in a glass, it offers comforting aromas of melted chocolate, baking spice, ground pepper, fresh brambly berries and a hint of something more mineral. The palate is broad but focused, and more approachable young than Omahu. Tannins are beautifully textured, talc-like and spicy, cradling the pristine fruit. Drink now–2040.",Cru Heretaunga,95,50,Hawke's Bay,,,Christina Pickard,@ckpickard,Smith and Sheth 2018 Cru Heretaunga Syrah (Hawke's Bay),Syrah,Smith and Sheth
92,Portugal,"From Vidigueira, one of the cooler regions of Alentejo, this sophisticated, rich wine is impressive. The black fruits and 12 months in new wood have given great depth to the dense black Alicante Bouschet. The wine is destined for aging, so wait until 2023 to drink it.",Alantiju,95,128,Alentejano,,,Roger Voss,@vossroger,Herdade Aldeia de Cima 2018 Alantiju Alicante Bouschet (Alentejano),Alicante Bouschet,Herdade Aldeia de Cima
93,US,"There's tremendous purity to the red cherry and hibiscus aromas on the nose of this bottling, which also shows aromas of bay leaf and dried herbs. The texture is immediately compelling on the sip, where rich cherry flavors are sprinkled with black tea, cardamom and coriander.",Estate Grown,95,45,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Spear 2018 Estate Grown Pinot Noir (Sta. Rita Hills),Pinot Noir,Spear
